outflow,time,size,area,rho
1,26,32,6,0.75
2,9,11,8,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,12,16,7,0.875
2,11,11,6,0.75
0,0,0,1,0.875
3,8,11,8,0.625
0,0,0,1,0.75
1,21,21,7,0.75
1,12,23,8,0.75
1,4,4,4,0.75
0,0,0,1,0.875
2,1,1,1,0.75
2,21,21,6,0.625
0,8,8,4,0.75
2,27,35,8,0.625
0,0,0,1,0.75
1,1,1,2,0.75
0,7,10,8,0.875
1,16,16,5,0.875
1,2,2,2,0.875
2,16,23,8,0.75
1,2,2,3,0.75
1,21,29,7,0.75
1,4,4,3,0.75
3,24,32,7,0.5
0,3,4,4,0.625
0,0,0,1,0.75
1,18,18,6,0.75
3,9,11,4,0.5
1,2,2,2,0.5
0,0,0,1,0.625
2,3,3,2,0.5
0,6,6,5,0.625
0,0,0,1,0.75
2,17,17,5,0.625
0,0,0,1,0.75
2,15,19,8,0.625
0,3,3,5,0.75
0,7,7,5,0.875
1,13,15,7,0.875
4,8,11,6,0.5
0,1,1,3,0.625
0,1,1,3,0.75
1,1,1,2,0.75
2,1,1,1,0.625
0,2,2,3,0.75
2,4,4,3,0.625
0,0,0,1,0.75
2,8,11,5,0.625
0,34,36,8,0.75
0,0,0,1,0.875
4,8,14,8,0.5
0,0,0,1,0.625
0,0,0,1,0.75
1,9,9,6,0.75
0,7,7,5,0.875
2,9,11,5,0.75
2,1,1,1,0.625
0,0,0,1,0.75
0,2,2,3,0.875
1,14,25,6,0.875
2,5,5,4,0.75
1,25,32,8,0.75
0,2,2,4,0.875
2,2,2,2,0.75
1,4,6,5,0.75
2,7,13,6,0.625
2,14,15,7,0.5
0,1,1,3,0.625
2,6,7,4,0.5
0,4,4,4,0.625
0,4,4,5,0.75
2,9,11,6,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,18,26,8,0.75
2,3,3,2,0.625
1,24,27,8,0.625
0,0,0,1,0.75
2,7,10,8,0.625
2,6,8,7,0.5
0,0,0,1,0.625
0,5,5,5,0.75
0,5,6,6,0.875
1,2,2,3,0.875
2,10,14,7,0.75
0,0,0,1,0.875
2,12,12,8,0.75
0,0,0,1,0.875
2,12,12,6,0.75
0,0,0,1,0.875
2,7,7,4,0.75
4,8,10,8,0.375
0,1,1,3,0.5
0,2,2,4,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,10,15,8,0.75
0,10,14,7,0.875
2,7,7,4,0.75
2,4,5,4,0.625
2,6,6,4,0.5
0,0,0,1,0.625
0,0,0,1,0.75
1,6,6,5,0.75
3,3,3,2,0.5
0,9,9,4,0.625
0,9,10,6,0.75
1,16,16,6,0.75
2,10,12,7,0.625
0,0,0,1,0.75
0,3,3,5,0.875
2,3,4,3,0.75
1,7,7,6,0.75
0,0,0,1,0.875
1,8,8,7,0.875
1,2,2,2,0.875
3,20,25,6,0.625
1,10,12,6,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,16,16,8,0.875
1,2,2,2,0.875
3,21,25,8,0.625
0,0,0,1,0.75
0,0,0,1,0.875
0,0,0,1,1.0
3,33,44,8,0.75
3,7,7,4,0.5
0,0,0,1,0.625
0,3,4,4,0.75
1,30,46,8,0.75
0,0,0,1,0.875
2,10,15,8,0.75
0,2,2,3,0.875
1,11,15,8,0.875
5,10,14,8,0.375
0,0,0,1,0.5
2,11,12,5,0.375
0,0,0,1,0.5
0,1,1,3,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,6,10,7,0.75
0,0,0,1,0.875
2,7,7,6,0.75
1,17,17,4,0.75
0,0,0,1,0.875
1,4,4,5,0.875
2,13,14,5,0.75
2,2,2,2,0.625
0,0,0,1,0.75
3,10,11,8,0.5
0,0,0,1,0.625
1,6,6,4,0.625
0,0,0,1,0.75
0,2,2,3,0.875
2,3,4,3,0.75
0,0,0,1,0.875
2,1,1,1,0.75
0,0,0,1,0.875
4,10,14,8,0.5
0,0,0,1,0.625
0,0,0,1,0.75
2,10,10,8,0.625
2,3,5,6,0.5
0,0,0,1,0.625
2,1,1,1,0.5
1,12,14,6,0.5
0,0,0,1,0.625
0,7,7,5,0.75
0,4,4,6,0.875
2,1,1,1,0.75
1,5,5,4,0.75
0,5,6,4,0.875
1,11,15,8,0.875
2,8,14,8,0.75
0,0,0,1,0.875
3,17,24,8,0.625
0,11,11,7,0.75
2,1,1,1,0.625
0,0,0,1,0.75
2,31,32,7,0.625
0,8,8,7,0.75
3,19,26,8,0.5
2,1,1,1,0.375
0,0,0,1,0.5
1,4,4,4,0.5
0,0,0,1,0.625
0,0,0,1,0.75
2,12,13,5,0.625
0,6,6,4,0.75
0,0,0,1,0.875
2,1,1,1,0.75
0,8,10,8,0.875
0,0,0,1,1.0
2,1,1,1,0.875
3,24,29,8,0.625
2,1,1,1,0.5
0,2,2,3,0.625
0,0,0,1,0.75
2,23,28,8,0.625
0,2,2,4,0.75
1,3,3,4,0.75
0,4,4,6,0.875
0,2,2,3,1.0
3,10,17,8,0.75
0,2,2,3,0.875
2,8,12,8,0.75
0,0,0,1,0.875
1,3,4,3,0.875
2,3,3,4,0.75
0,2,2,3,0.875
1,3,3,3,0.875
2,13,15,8,0.75
1,9,10,7,0.75
0,1,1,3,0.875
1,21,24,7,0.875
0,0,0,1,1.0
2,16,26,8,0.875
2,14,21,8,0.75
0,0,0,1,0.875
2,2,2,2,0.75
0,17,22,7,0.875
1,9,9,6,0.875
1,11,14,7,0.875
0,0,0,1,1.0
2,10,15,6,0.875
0,0,0,1,1.0
2,19,20,6,0.875
1,2,2,2,0.875
2,4,4,4,0.75
3,20,20,8,0.5
1,1,1,2,0.5
0,0,0,1,0.625
2,1,1,1,0.5
0,1,1,3,0.625
1,9,9,4,0.625
0,7,10,6,0.75
1,8,11,6,0.75
0,0,0,1,0.875
3,14,17,5,0.625
0,1,1,3,0.75
0,0,0,1,0.875
2,13,13,5,0.75
0,6,8,7,0.875
3,5,8,8,0.625
0,1,1,3,0.75
0,3,4,5,0.875
1,2,2,2,0.875
4,20,27,7,0.5
0,0,0,1,0.625
2,13,13,5,0.5
0,3,3,5,0.625
1,8,8,6,0.625
0,0,0,1,0.75
0,2,2,3,0.875
3,11,11,3,0.625
3,13,13,6,0.375
0,0,0,1,0.5
1,4,4,5,0.5
0,0,0,1,0.625
2,1,1,1,0.5
0,2,2,3,0.625
0,3,3,5,0.75
1,2,2,2,0.75
0,9,9,4,0.875
2,5,5,3,0.75
0,0,0,1,0.875
1,19,27,8,0.875
2,10,13,6,0.75
1,20,22,8,0.75
1,17,17,8,0.75
1,8,9,5,0.75
0,0,0,1,0.875
0,2,2,3,1.0
2,28,34,8,0.875
0,0,0,1,1.0
1,25,44,8,1.0
2,7,10,4,0.875
1,3,4,4,0.875
2,16,20,7,0.75
1,2,2,3,0.75
0,0,0,1,0.875
1,5,6,4,0.875
2,22,30,8,0.75
0,0,0,1,0.875
4,32,46,8,0.5
0,0,0,1,0.625
1,7,9,8,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,9,12,7,0.875
0,0,0,1,1.0
3,14,19,6,0.75
0,1,1,3,0.875
2,2,2,2,0.75
2,1,1,1,0.625
1,3,3,3,0.625
0,9,9,6,0.75
0,18,21,8,0.875
1,4,4,4,0.875
2,11,11,6,0.75
0,0,0,1,0.875
3,20,22,8,0.625
0,0,0,1,0.75
0,4,4,6,0.875
2,4,4,5,0.75
2,8,11,6,0.625
1,18,18,4,0.625
2,7,8,7,0.5
2,13,13,6,0.375
0,6,6,3,0.5
0,2,2,4,0.625
0,0,0,1,0.75
0,2,2,3,0.875
0,0,0,1,1.0
2,5,9,7,0.875
2,9,14,8,0.75
1,8,8,4,0.75
0,4,6,4,0.875
1,9,9,8,0.875
1,5,8,7,0.875
2,29,43,8,0.75
0,2,2,3,0.875
1,16,20,7,0.875
1,3,4,4,0.875
3,16,19,7,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,18,18,8,0.75
0,2,2,3,0.875
2,34,47,8,0.75
0,0,0,1,0.875
0,0,0,1,1.0
2,13,30,8,0.875
1,9,11,8,0.875
3,39,52,8,0.625
0,3,4,4,0.75
1,1,1,2,0.75
0,6,10,8,0.875
0,0,0,1,1.0
4,31,48,8,0.625
1,8,8,4,0.625
0,9,9,5,0.75
0,0,0,1,0.875
1,5,7,6,0.875
3,13,18,8,0.625
2,12,13,8,0.5
0,0,0,1,0.625
2,1,1,1,0.5
0,1,1,3,0.625
0,0,0,1,0.75
1,9,10,4,0.75
2,7,7,5,0.625
0,1,1,3,0.75
2,19,29,7,0.625
0,0,0,1,0.75
0,2,2,3,0.875
1,2,2,2,0.875
2,12,16,8,0.75
1,6,8,5,0.75
0,8,10,7,0.875
1,4,4,3,0.875
2,8,10,7,0.75
2,3,3,3,0.625
0,0,0,1,0.75
0,9,12,8,0.875
1,2,2,3,0.875
0,0,0,1,1.0
4,6,10,8,0.625
0,0,0,1,0.75
2,2,2,2,0.625
0,9,9,5,0.75
2,5,6,5,0.625
0,0,0,1,0.75
2,1,1,1,0.625
2,6,6,4,0.5
1,1,1,2,0.5
2,6,6,4,0.375
0,0,0,1,0.5
0,2,2,3,0.625
0,10,10,6,0.75
0,0,0,1,0.875
4,13,18,8,0.5
1,1,1,2,0.5
0,0,0,1,0.625
0,2,2,4,0.75
1,2,2,3,0.75
0,0,0,1,0.875
3,24,27,8,0.625
2,1,1,1,0.5
0,4,4,4,0.625
0,0,0,1,0.75
0,0,0,1,0.875
0,0,0,1,1.0
5,15,21,8,0.5
0,0,0,1,0.625
0,0,0,1,0.75
1,21,23,8,0.75
3,7,7,3,0.5
0,0,0,1,0.625
0,7,7,7,0.75
4,16,17,6,0.375
0,0,0,1,0.5
1,3,4,5,0.5
0,0,0,1,0.625
0,2,2,4,0.75
4,25,27,6,0.375
0,3,3,3,0.5
0,0,0,1,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,16,16,8,0.75
0,0,0,1,0.875
2,1,1,1,0.75
1,2,2,3,0.75
2,12,14,7,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,2,2,3,0.875
1,8,12,7,0.875
1,10,14,7,0.875
1,15,19,8,0.875
2,16,18,8,0.75
0,0,0,1,0.875
2,1,1,1,0.75
1,7,7,6,0.75
3,3,3,2,0.5
0,0,0,1,0.625
0,0,0,1,0.75
2,1,1,1,0.625
0,0,0,1,0.75
3,16,20,8,0.5
0,3,3,5,0.625
0,0,0,1,0.75
2,18,26,8,0.625
1,6,6,4,0.625
0,0,0,1,0.75
2,12,15,8,0.625
0,21,21,5,0.75
0,0,0,1,0.875
2,1,1,1,0.75
0,16,16,7,0.875
1,15,19,6,0.875
5,33,43,8,0.375
0,0,0,1,0.5
0,10,10,5,0.625
1,6,7,6,0.625
1,2,2,2,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,3,3,2,0.75
2,3,5,5,0.625
0,0,0,1,0.75
2,10,16,6,0.625
0,0,0,1,0.75
0,0,0,1,0.875
0,0,0,1,1.0
3,12,19,6,0.75
0,0,0,1,0.875
2,34,42,8,0.75
0,0,0,1,0.875
0,0,0,1,1.0
2,5,5,3,0.875
1,8,8,4,0.875
0,2,2,3,1.0
3,22,29,7,0.75
3,9,9,6,0.5
0,0,0,1,0.625
0,0,0,1,0.75
2,7,7,5,0.625
1,2,2,3,0.625
0,1,1,3,0.75
2,1,1,1,0.625
0,0,0,1,0.75
0,7,8,5,0.875
1,11,14,7,0.875
1,2,2,2,0.875
2,8,9,7,0.75
1,2,2,2,0.75
1,4,7,8,0.75
1,11,11,4,0.75
0,0,0,1,0.875
1,10,10,4,0.875
2,1,1,1,0.75
0,9,14,6,0.875
1,17,23,8,0.875
0,2,2,3,1.0
5,20,24,8,0.5
0,0,0,1,0.625
1,1,1,2,0.625
0,3,3,5,0.75
3,6,7,4,0.5
0,0,0,1,0.625
0,18,20,7,0.75
1,3,4,3,0.75
0,3,4,4,0.875
2,3,4,3,0.75
2,20,29,8,0.625
0,1,1,3,0.75
4,5,8,8,0.375
0,0,0,1,0.5
1,2,2,2,0.5
0,0,0,1,0.625
0,0,0,1,0.75
2,6,8,8,0.625
0,0,0,1,0.75
1,12,12,5,0.75
0,0,0,1,0.875
1,4,6,5,0.875
1,24,30,7,0.875
2,1,1,1,0.75
2,10,15,8,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,2,2,2,0.875
1,1,1,2,0.875
2,38,43,8,0.75
0,10,14,7,0.875
3,26,31,8,0.625
1,4,4,2,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,16,18,4,0.75
2,1,1,1,0.625
0,0,0,1,0.75
0,0,0,1,0.875
3,16,19,5,0.625
0,0,0,1,0.75
2,3,3,2,0.625
0,5,5,5,0.75
2,1,1,1,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,2,2,2,0.875
1,9,14,7,0.875
2,12,15,8,0.75
2,5,5,3,0.625
0,11,11,7,0.75
0,0,0,1,0.875
2,19,21,6,0.75
1,4,4,4,0.75
0,0,0,1,0.875
3,3,3,2,0.625
2,9,10,8,0.5
2,1,1,1,0.375
1,2,2,2,0.375
0,1,1,3,0.5
0,0,0,1,0.625
0,0,0,1,0.75
2,7,7,4,0.625
1,6,8,6,0.625
0,25,34,7,0.75
2,3,3,4,0.625
2,12,17,8,0.5
0,0,0,1,0.625
0,4,6,5,0.75
0,0,0,1,0.875
0,0,0,1,1.0
3,10,13,5,0.75
0,0,0,1,0.875
2,1,1,1,0.75
2,4,4,3,0.625
0,0,0,1,0.75
0,14,18,8,0.875
2,9,9,7,0.75
1,3,3,4,0.75
2,6,6,6,0.625
0,0,0,1,0.75
4,15,19,8,0.375
0,0,0,1,0.5
0,2,2,4,0.625
1,3,3,3,0.625
0,1,1,3,0.75
2,1,1,1,0.625
0,0,0,1,0.75
0,11,14,6,0.875
2,6,6,6,0.75
1,6,10,6,0.75
0,2,2,3,0.875
2,3,3,2,0.75
0,4,4,4,0.875
2,3,3,2,0.75
2,5,7,5,0.625
2,4,4,4,0.5
0,5,5,7,0.625
1,4,4,3,0.625
0,0,0,1,0.75
0,7,9,6,0.875
1,9,9,6,0.875
2,11,11,4,0.75
2,4,4,3,0.625
0,1,1,3,0.75
1,5,6,3,0.75
1,3,3,3,0.75
1,4,4,3,0.75
0,0,0,1,0.875
2,1,1,1,0.75
0,0,0,1,0.875
3,3,3,2,0.625
1,19,22,7,0.625
0,4,4,6,0.75
1,14,18,6,0.75
0,3,3,5,0.875
3,29,39,8,0.625
1,17,19,6,0.625
0,0,0,1,0.75
2,4,6,6,0.625
0,8,10,6,0.75
0,0,0,1,0.875
0,0,0,1,1.0
3,3,3,2,0.75
1,22,24,7,0.75
1,8,8,4,0.75
1,2,2,3,0.75
0,0,0,1,0.875
0,0,0,1,1.0
2,3,3,3,0.875
1,2,2,3,0.875
1,8,10,7,0.875
0,0,0,1,1.0
2,1,1,1,0.875
2,7,7,3,0.75
0,0,0,1,0.875
2,17,29,8,0.75
2,12,13,5,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,1,1,2,0.875
2,26,30,8,0.75
1,3,3,4,0.75
2,3,3,3,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,1,1,1,0.75
2,14,21,8,0.625
0,0,0,1,0.75
0,0,0,1,0.875
3,8,11,8,0.625
2,32,35,7,0.5
0,4,6,6,0.625
0,0,0,1,0.75
1,14,19,8,0.75
0,0,0,1,0.875
0,0,0,1,1.0
3,28,37,8,0.75
2,2,2,2,0.625
0,0,0,1,0.75
0,3,4,5,0.875
2,8,9,6,0.75
0,13,14,6,0.875
3,10,14,8,0.625
1,10,10,5,0.625
0,0,0,1,0.75
2,1,1,1,0.625
1,1,1,2,0.625
1,13,13,8,0.625
0,3,3,4,0.75
0,0,0,1,0.875
0,5,6,5,1.0
2,5,5,3,0.875
2,22,26,8,0.75
2,3,3,3,0.625
1,7,7,7,0.625
0,0,0,1,0.75
1,14,14,8,0.75
2,3,3,2,0.625
0,0,0,1,0.75
1,8,8,4,0.75
1,11,11,4,0.75
0,4,4,6,0.875
0,0,0,1,1.0
2,24,32,7,0.875
0,0,0,1,1.0
3,4,5,3,0.75
0,0,0,1,0.875
2,1,1,1,0.75
3,10,16,8,0.5
0,0,0,1,0.625
1,16,16,6,0.625
0,5,6,5,0.75
1,6,6,5,0.75
1,2,2,2,0.75
2,6,8,8,0.625
0,0,0,1,0.75
1,2,2,3,0.75
2,3,3,3,0.625
0,0,0,1,0.75
1,15,19,6,0.75
2,2,2,3,0.625
0,19,21,7,0.75
1,5,5,4,0.75
0,0,0,1,0.875
2,1,1,1,0.75
0,0,0,1,0.875
3,14,19,8,0.625
1,1,1,2,0.625
2,5,7,6,0.5
2,3,3,3,0.375
0,0,0,1,0.5
0,0,0,1,0.625
0,3,4,6,0.75
1,2,2,2,0.75
1,7,10,6,0.75
1,23,25,7,0.75
1,2,2,3,0.75
1,26,26,8,0.75
2,27,33,8,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,3,3,2,0.75
1,2,2,3,0.75
1,7,8,4,0.75
0,12,13,7,0.875
0,0,0,1,1.0
3,16,16,8,0.75
1,5,5,4,0.75
1,3,3,2,0.75
1,14,20,6,0.75
1,1,1,2,0.75
0,7,8,5,0.875
5,25,30,8,0.375
0,0,0,1,0.5
0,0,0,1,0.625
1,6,6,4,0.625
0,9,12,5,0.75
0,0,0,1,0.875
4,6,8,8,0.5
0,0,0,1,0.625
0,2,2,3,0.75
1,3,3,3,0.75
1,5,5,6,0.75
2,3,3,2,0.625
0,0,0,1,0.75
2,15,17,8,0.625
0,0,0,1,0.75
2,1,1,1,0.625
0,9,10,7,0.75
0,0,0,1,0.875
0,0,0,1,1.0
3,19,29,8,0.75
1,8,10,5,0.75
0,0,0,1,0.875
1,18,26,8,0.875
2,7,7,4,0.75
0,5,6,5,0.875
2,34,43,8,0.75
2,13,16,7,0.625
0,0,0,1,0.75
1,26,33,8,0.75
1,2,2,3,0.75
0,2,2,3,0.875
1,1,1,2,0.875
1,4,4,3,0.875
4,12,16,8,0.5
0,0,0,1,0.625
0,0,0,1,0.75
0,2,2,3,0.875
1,8,10,7,0.875
3,5,8,8,0.625
0,0,0,1,0.75
1,10,10,7,0.75
1,12,22,7,0.75
2,8,12,7,0.625
0,8,8,4,0.75
1,3,3,3,0.75
0,16,28,7,0.875
2,14,23,8,0.75
0,0,0,1,0.875
1,3,3,4,0.875
2,10,11,6,0.75
1,5,5,4,0.75
1,4,4,3,0.75
2,9,11,6,0.625
0,0,0,1,0.75
1,7,7,4,0.75
2,13,14,5,0.625
0,11,12,8,0.75
0,2,2,3,0.875
2,4,6,5,0.75
0,0,0,1,0.875
0,0,0,1,1.0
4,16,27,8,0.625
0,0,0,1,0.75
1,7,7,4,0.75
0,0,0,1,0.875
3,17,22,8,0.625
0,0,0,1,0.75
1,8,10,5,0.75
2,2,2,2,0.625
2,5,7,6,0.5
1,14,16,6,0.5
0,2,2,3,0.625
2,20,25,6,0.5
0,0,0,1,0.625
2,7,7,4,0.5
0,9,9,7,0.625
1,2,2,2,0.625
2,5,5,3,0.5
0,0,0,1,0.625
0,0,0,1,0.75
1,3,4,5,0.75
2,3,3,4,0.625
0,0,0,1,0.75
2,15,21,6,0.625
1,4,4,3,0.625
0,0,0,1,0.75
1,8,8,5,0.75
1,1,1,2,0.75
2,1,1,1,0.625
0,11,14,7,0.75
0,1,1,3,0.875
1,12,12,7,0.875
2,1,1,1,0.75
2,1,1,1,0.625
2,6,7,8,0.5
0,0,0,1,0.625
0,0,0,1,0.75
1,11,12,5,0.75
1,13,13,4,0.75
1,2,2,3,0.75
1,1,1,2,0.75
2,12,12,6,0.625
0,5,5,6,0.75
0,16,19,7,0.875
1,11,17,6,0.875
2,2,3,4,0.75
1,8,11,8,0.75
0,0,0,1,0.875
1,2,2,3,0.875
1,2,2,2,0.875
1,34,36,8,0.875
0,0,0,1,1.0
2,39,45,8,0.875
3,7,9,5,0.625
0,0,0,1,0.75
1,6,6,7,0.75
0,5,5,5,0.875
2,16,24,7,0.75
0,0,0,1,0.875
2,4,4,4,0.75
1,3,3,4,0.75
0,0,0,1,0.875
2,2,2,2,0.75
1,2,2,3,0.75
0,0,0,1,0.875
0,10,12,5,1.0
4,21,28,8,0.625
1,5,5,3,0.625
0,0,0,1,0.75
2,2,2,2,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,30,37,8,0.75
1,6,6,4,0.75
2,15,19,8,0.625
0,2,2,3,0.75
1,2,2,3,0.75
0,4,4,4,0.875
1,4,4,3,0.875
2,32,45,8,0.75
0,3,4,4,0.875
4,9,14,8,0.5
1,2,2,3,0.5
0,0,0,1,0.625
2,6,6,5,0.5
0,2,2,3,0.625
1,1,1,2,0.625
0,0,0,1,0.75
0,2,2,3,0.875
3,22,32,8,0.625
2,6,6,4,0.5
0,0,0,1,0.625
2,5,6,3,0.5
2,1,1,1,0.375
0,0,0,1,0.5
0,0,0,1,0.625
0,2,2,4,0.75
0,2,2,3,0.875
0,7,8,5,1.0
2,12,14,8,0.875
2,9,9,4,0.75
1,13,13,4,0.75
2,9,9,2,0.625
0,0,0,1,0.75
3,7,7,3,0.5
0,0,0,1,0.625
1,1,1,2,0.625
0,5,5,5,0.75
3,4,5,3,0.5
1,6,6,4,0.5
0,0,0,1,0.625
0,3,4,4,0.75
1,19,21,8,0.75
1,2,2,3,0.75
0,16,17,7,0.875
2,1,1,1,0.75
0,15,19,7,0.875
2,1,1,1,0.75
2,22,22,7,0.625
2,3,3,2,0.5
0,9,10,6,0.625
0,4,4,4,0.75
1,29,38,8,0.75
1,19,28,8,0.75
2,6,11,8,0.625
0,7,8,6,0.75
0,0,0,1,0.875
4,11,18,8,0.5
2,1,1,1,0.375
0,0,0,1,0.5
2,1,1,1,0.375
0,0,0,1,0.5
0,0,0,1,0.625
0,0,0,1,0.75
0,0,0,1,0.875
4,9,10,8,0.5
0,0,0,1,0.625
1,2,2,3,0.625
1,6,8,7,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,4,4,2,0.875
1,8,8,7,0.875
3,34,43,8,0.625
0,0,0,1,0.75
0,2,2,3,0.875
1,5,5,6,0.875
0,0,0,1,1.0
4,19,42,8,0.625
0,0,0,1,0.75
0,0,0,1,0.875
0,0,0,1,1.0
4,23,28,8,0.625
1,5,6,7,0.625
0,0,0,1,0.75
1,9,11,8,0.75
2,3,5,6,0.625
0,0,0,1,0.75
1,8,12,7,0.75
0,0,0,1,0.875
3,18,18,8,0.625
0,0,0,1,0.75
1,7,7,4,0.75
0,0,0,1,0.875
2,4,5,6,0.75
2,2,2,2,0.625
0,0,0,1,0.75
0,0,0,1,0.875
2,30,44,8,0.75
2,1,1,1,0.625
0,0,0,1,0.75
1,12,15,8,0.75
0,2,2,3,0.875
2,14,15,7,0.75
3,22,22,8,0.5
0,4,4,3,0.625
0,0,0,1,0.75
2,1,1,1,0.625
0,0,0,1,0.75
0,0,0,1,0.875
0,0,0,1,1.0
4,5,8,8,0.625
2,1,1,1,0.5
0,3,3,3,0.625
0,3,3,3,0.75
2,21,23,7,0.625
0,1,1,3,0.75
0,7,7,6,0.875
0,6,6,5,1.0
1,5,6,3,1.0
2,10,14,6,0.875
4,13,19,8,0.5
0,1,1,3,0.625
3,12,12,7,0.375
0,1,1,3,0.5
0,2,2,4,0.625
1,5,6,4,0.625
1,24,33,5,0.625
0,0,0,1,0.75
0,0,0,1,0.875
1,3,3,4,0.875
2,11,17,8,0.75
2,5,6,5,0.625
0,13,15,7,0.75
1,1,1,2,0.75
2,9,11,8,0.625
0,0,0,1,0.75
0,2,2,3,0.875
2,1,1,1,0.75
0,3,4,6,0.875
4,11,17,7,0.5
0,0,0,1,0.625
0,1,1,3,0.75
0,0,0,1,0.875
1,29,29,8,0.875
1,7,7,7,0.875
